,Unnamed: 0,stars,useful,funny,cool,text,name,city,state,postal_code,latitude,longitude,review_count,is_open,categories,RestaurantsAttire,HasTV,RestaurantsReservations,BusinessAcceptsCreditCards,RestaurantsGoodForGroups,OutdoorSeating,BusinessParking,GoodForKids,NoiseLevel,RestaurantsTakeOut,Alcohol,WiFi,RestaurantsPriceRange2,Caters,BikeParking,Ambience,RestaurantsDelivery,GoodForMeal,year,preparedText,RestaurantsTableService,DriveThru,DogsAllowed,BYOBCorkage,Corkage,Topic0,Topic1,Topic2,Topic3,Topic4
32,10,1,0,0,0,Seriously just fucking close this location. Literally the only time I'd say I'd rather see stupid condos there,Burger King,Portland,OR,97214,45.5117318,-122.661309678,53,0,"Burgers, Fast Food, Restaurants",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,'average',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",2019,serious fuck close locat . liter time 'd say 'd rather see stupid condo,,,,,,0.9320434457808007,0.017021749135651916,0.01709246328266847,0.01683051228590705,0.017011829514971745
33,11,1,1,2,1,"Having worked at a Burger King for a few years as my first job, l was always interested in seeing how other BK Lounges operated. This Burger King is by far the worst I've seen.

We came in for dinner wanting to try the Impossible Whopper which was about $8. I asked for it 'off the broiler' meaning the patty would be cooked fresh but of course it wasn't. The kitchen layout is also weird because you can actually see the broiler 5ft from the POS, meaning that you can see a worker put the frozen patties in the broiler. I mean, we all know it's fast food but I just found this off. The workers were also loud as you can hear them bickering with their miscommunications.

Anyways, the dining area was sticky and had trouble deciding which table to sit at because it seemed like a few hours since any table had been cleaned. We got our food pretty quickly and everything was already cold--whoppers, chicken fries and fries. The Impossible patty tasted bland and definitely not as good as a Beyond Meat burger. The water from the vending machine was also discolored from the other sodas I'm assuming. As we left, we pushed the door out but then this guy was also coming in. Instead of having the decency of opening the door for us and letting us go, he pushed his way in. The quality of people here this place surely attracts.

I really had no expectations coming in and I knew it wasn't going to be great or anything. The restaurant looks like it needs a serious upgrade. Better yet the building needs to be demolished or a new tenant needs to come in. The Burger King I worked at ended up closing and I think this should as well!",Burger King,Portland,OR,97214,45.5117318,-122.661309678,53,0,"Burgers, Fast Food, Restaurants",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,'average',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",2019,"work burger king year first job , l alway interest see bk loung oper . burger king far worst 've seen . came dinner want tri imposs whopper $ 8 . ask 'off broiler ' mean patti would cook fresh cours n't . kitchen layout also weird actual see broiler 5ft po , mean see worker put frozen patti broiler . mean , know 's fast food found . worker also loud hear bicker miscommun . anyway , dine area sticki troubl decid tabl sit seem like hour sinc tabl clean . got food pretti quickli everyth alreadi cold -- whopper , chicken fri fri . imposs patti tast bland definit good beyond meat burger . water vend machin also discolor soda 'm assum . left , push door guy also come . instead decenc open door us let us go , push way . qualiti peopl place sure attract . realli expect come knew n't go great anyth . restaur look like need seriou upgrad . better yet build need demolish new tenant need come . burger king work end close think well !",,,,,,0.497554891239868,0.0013413766635373226,0.1602120531740267,0.32346587482478323,0.01742580409778478
34,12,1,0,1,0,"Worst customer service I've had in a long time. 
We ordered in drive through, and the worker was short and impolite. When we got to the window to get items, we had ordered coffee with creamer and sugar. She handed us the coffe and walked aWay.  I asked through the window if we could gett the sugar and creamer so  we could put it in our coffee when waiting for the rest of the order. She rudely pointed to a bag she was holding and threw her hands up into thE air in irritation and said ""I'm getting it are you kidding me"" she did this three times in a row each time more  exaggerated thEn the last. She then proceeded to go as slow as she possibly could, shooting us angry looks. it took 10 minutes to get our order. It should be noted she had only one  car ahead of us when we were there. ANd five beHind us by the time we were finished. No one was inside that we could see. This was 10:58 am February 9th. Female worker apx. In 20's , dark hair very messy and unkempt, we were wondering why she didn't have a hAir net on, she had what appeared to be a birthmark on face. We were friendly with her! I guess she was having a rough day, however, the restaurant wasn't busy, so it wasn't as if she was under stress from that. 
 When dealing with the public, it is important to remember that keeping customers happy contributes to your paycheck. People can oftEn rub us the wrong way, maturity helps us understand we  are in control of how we respond. I hope you can help this young employee grow from this. 

Thank you",Burger King,Portland,OR,97214,45.5117318,-122.661309678,53,0,"Burgers, Fast Food, Restaurants",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,'average',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",2020,"worst custom servic 've long time . order drive , worker short impolit . got window get item , order coffe creamer sugar . hand us coff walk away . ask window could gett sugar creamer could put coffe wait rest order . rude point bag hold threw hand air irrit said `` 'm get kid '' three time row time exagger last . proceed go slow possibl could , shoot us angri look . took 10 minut get order . note one car ahead us . five behind us time finish . one insid could see . 10:58 februari 9th . femal worker apx . 20 's , dark hair messi unkempt , wonder n't hair net , appear birthmark face . friendli ! guess rough day , howev , restaur n't busi , n't stress . deal public , import rememb keep custom happi contribut paycheck . peopl often rub us wrong way , matur help us understand control respond . hope help young employe grow . thank",,,,,,0.7751784072198936,0.106596980052738,0.02445516062869912,0.0015181650464150356,0.09225128705225431
35,13,1,0,0,0,Worst Burger King around. Never enough people working so it's always incredibly slow. Staff are rude and it's dirty. Two thumbs down.,Burger King,Portland,OR,97214,45.5117318,-122.661309678,53,0,"Burgers, Fast Food, Restaurants",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,'average',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",2018,worst burger king around . never enough peopl work 's alway incred slow . staff rude 's dirti . two thumb .,,,,,,0.4642233232106117,0.012152761913051362,0.4993590336029581,0.012291202176852686,0.011973679096526134
36,14,1,0,0,0,Don't know if they are not doing enough business or what but this is the last cold hamburger I am buying from this location.,Burger King,Portland,OR,97214,45.5117318,-122.661309678,53,0,"Burgers, Fast Food, Restaurants",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,'average',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",2020,n't know enough busi last cold hamburg buy locat .,,,,,,0.7185637768884615,0.0225495427104859,0.023004483081737876,0.2130794838317823,0.022802713487532413
37,15,1,0,0,0,this is the worst ghetto ass bk in the city of portland...the so called manager taking drive thru orders is a total idiot with no type of customer service skills! the food was hella cold and took forever! don't come to this shit hole unless ur a bum and desperate!,Burger King,Portland,OR,97214,45.5117318,-122.661309678,53,0,"Burgers, Fast Food, Restaurants",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,'average',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",2020,worst ghetto ass bk citi portland ... call manag take drive thru order total idiot type custom servic skill ! food hella cold took forev ! n't come shit hole unless ur bum desper !,,,,,,0.7119028093713854,0.006537914337170787,0.13572524618127446,0.006589879167107378,0.13924415094306208
38,16,1,0,0,0,The employees here hate their lives and customers. She sighed so hard through her mic when I ordered my meal. Maybe she's having a rough day. -18 stars.,Burger King,Portland,OR,97214,45.5117318,-122.661309678,53,0,"Burgers, Fast Food, Restaurants",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,'average',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",2019,employe hate live custom . sigh hard mic order meal . mayb 's rough day . -18 star .,,,,,,0.6974939564542139,0.013464281034332158,0.2613990455657633,0.014090925115364902,0.013551791830325772
39,17,1,0,0,0,"The craziest thing I have ever seen! I went into the store on the evening of 1/18/20 to buy a burger, and the employees were arguing amongst themselves. The manager was in the process of walking out of the restaurant saying, ""I quit."" Needless to say, I turned right back around and left to eat elsewhere.",Burger King,Portland,OR,97214,45.5117318,-122.661309678,53,0,"Burgers, Fast Food, Restaurants",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,'average',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",2020,"craziest thing ever seen ! went store even 1/18/20 buy burger , employe argu amongst . manag process walk restaur say , `` quit . '' needless say , turn right back around left eat elsewher .",,,,,,0.8302847546720464,0.0067439800808238035,0.006849769397474561,0.14916439535930012,0.006957100490355024
40,18,1,0,2,0,"It's actually comical how bad this Burger King really is. It's so terrible I actually want to bring people over there just to experience the wonderful terribleness. I give them the one star for location and having a large parking lot, but it's all downhill from there. The last three times that I've been there, I actually left without receiving any food! 

The first time I pulled up to the drive-through, waited at the speaker for a few minutes, and when no one came to take my order I figured it was broken. I pulled my car up to the drive-through window, looked inside and saw people making food, and they looked at me and just went back to what they were doing. I waited there a few minutes and then left. 

I chalked the first experience up to them being busy, so I went back a second time. This time they actually took my order, but when I pulled around to the window, no one showed up to take my money or give me my food. It was the strangest thing. I waited for over five minutes, give a couple of beeps on my horn, the people inside once again looked at me but never once opened the drive-through window. After sitting there for over seven minutes without once even being acknowledged, I just drove off.

The third time I went there I thought there was no way in heck that anything like my first two experiences would happen again. It had been over a month since I had been there, so I thought I would give it a shot. Again, this is in a convenient location, so I wanted it to work. This Time when I pulled up to the drive-through someone mumbled something over the speaker, I said ""I'm sorry what was that"", again someone mumbled something incoherent into the speaker, which I replied ""I'm sorry, I'm having a hard time hearing you, should I pull around?"" The person began yelling through the speaker angrily, like I had insulted her mom! It was insane! I couldn't help but laugh, which didn't help this persons disposition. After taking a comical amount of yelling I pulled around, waved and smiled, and drove off. 

Check this place out if you ever want to take a visit to crazytown.",Burger King,Portland,OR,97214,45.5117318,-122.661309678,53,0,"Burgers, Fast Food, Restaurants",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,'average',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",2018,"'s actual comic bad burger king realli . 's terribl actual want bring peopl experi wonder terribl . give one star locat larg park lot , 's downhil . last three time 've , actual left without receiv food ! first time pull drive-through , wait speaker minut , one came take order figur broken . pull car drive-through window , look insid saw peopl make food , look went back . wait minut left . chalk first experi busi , went back second time . time actual took order , pull around window , one show take money give food . strangest thing . wait five minut , give coupl beep horn , peopl insid look never open drive-through window . sit seven minut without even acknowledg , drove . third time went thought way heck anyth like first two experi would happen . month sinc , thought would give shot . , conveni locat , want work . time pull drive-through someon mumbl someth speaker , said `` 'm sorri '' , someon mumbl someth incoher speaker , repli `` 'm sorri , 'm hard time hear , pull around ? '' person began yell speaker angrili , like insult mom ! insan ! could n't help laugh , n't help person disposit . take comic amount yell pull around , wave smile , drove . check place ever want take visit crazytown .",,,,,,0.9280722704913557,0.04133542845057007,0.0011205407226963027,0.015819823267587966,0.01365193706779005
41,19,2,1,3,0,"You see the sign, your stomach rumbles and you think to yourself ""Oh I'll just stop real quick for $1.49 ten-piece nuggets"" which is great and all but DON'T DO IT!
  Every single time I stop in here I find myself wondering why I hate myself so much that I would go through this ordeal. Every. Time. Even after they shut down for months and, err, remodeled the place (sure doesn't look like they updated anything) the service is lethargic at best, and the same manager lady is always handling both the counter and drive-thru window and a handful of other duties too. Once again it's apparent the owners of this location are in denial about spending money on labor costs and the experience here sufferes because of it. The dining room is usually dirty, the place has a really run-down feel (decor from the 90's, it seems, but probably newer than that). The exterior and parking lot have a dirty feeling, it's hard to put your finger on it.  
  There were no window ads or promotions last time I went by, so it's hard to tell what's new at BK this month without going inside to find...ah forget it don't waste your time go anywhere else. Find a little burger, or burgerville, respect yourself and go get a salad somewhere. You really shouldn't expect much from a place like this, like the other fast food franchises here in Portland the owners seem to hate their customers and employees and the whole thing turns miserable for everyone. 

Don't hate yourself. Avoid this one.",Burger King,Portland,OR,97214,45.5117318,-122.661309678,53,0,"Burgers, Fast Food, Restaurants",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,'average',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",2018,"see sign , stomach rumbl think `` oh 'll stop real quick $ 1.49 ten-piec nugget '' great n't ! everi singl time stop find wonder hate much would go ordeal . everi . time . even shut month , err , remodel place ( sure n't look like updat anyth ) servic letharg best , manag ladi alway handl counter drive-thru window hand duti . 's appar owner locat denial spend money labor cost experi suffer . dine room usual dirti , place realli run-down feel ( decor 90 's , seem , probabl newer ) . exterior park lot dirti feel , 's hard put finger . window ad promot last time went , 's hard tell 's new bk month without go insid find ... ah forget n't wast time go anywher els . find littl burger , burgervil , respect go get salad somewher . realli n't expect much place like , like fast food franchis portland owner seem hate custom employe whole thing turn miser everyon . n't hate . avoid one .",,,,,,0.5079852455056842,0.0014796598460953957,0.3751129135429615,0.04706229474508796,0.0683598863601711
42,20,1,0,0,0,"I have never before wished there was a zero star option. But now we are here. Genuinely one of the worst, if not the worst customer service experience I have ever had.

My wife, daughter, and I stopped in because daughter wanted Burger King and this was the closest one.

We politely waited our turn, at which point in time the woman at the register huffed at us, 'next' with zero eye contact and as if it were the biggest inconvenience in her life. I was immediately taken aback, but thought maybe I misread the situation and gave her the benefit of the doubt. Then I went to use the restroom (one of the dirtiest restrooms I have seen) and when I got back my wife is still trying to explain to the woman of what her order consisted. The woman argued with my wife, huffed, and generally acted completely put out. She told my wife my wife said something she did not say. My wife was being remarkably patient but that was enough; we both corrected her and told her that was not, in fact, what my wife said. She rolled her eyes again and continued being completely rude. When my wife asked for her name, she ignored my wife, said 'I'll just give you the food,"" and walked away.

After taking a remarkably long time actually getting the food, we were making our way out when we overheard her say to another customer, ""yeah, they just couldn't get their order right.""

It is interesting, because of the two people who are part of the equation, between the woman and my wife, I know who would know whether the order was 'right'. 

My wife remained remarkably calm throughout (I was actually surprised - she handled it way better than I would have).

Perhaps the woman *was* having a bad day, but as one of my best friends, Charles would say, ""That's not my problem."" 

The. Worst.

P.S. By looking at the other reviews, it appears it is the same woman others have had problems with. She needs to be fired; there is no reason for someone to work in a service industry, directly interacting with customers, who is as rude, dishonest, and unhelpful as she is.",Burger King,Portland,OR,97214,45.5117318,-122.661309678,53,0,"Burgers, Fast Food, Restaurants",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,'average',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",2020,"never wish zero star option . . genuin one worst , worst custom servic experi ever . wife , daughter , stop daughter want burger king closest one . polit wait turn , point time woman regist huf us , 'next ' zero eye contact biggest inconveni life . immedi taken aback , thought mayb misread situat gave benefit doubt . went use restroom ( one dirtiest restroom seen ) got back wife still tri explain woman order consist . woman argu wife , huf , gener act complet put . told wife wife said someth say . wife remark patient enough ; correct told , fact , wife said . roll eye continu complet rude . wife ask name , ignor wife , said ' 'll give food , '' walk away . take remark long time actual get food , make way overheard say anoth custom , `` yeah , could n't get order right . '' interest , two peopl part equat , woman wife , know would know whether order 'right ' . wife remain remark calm throughout ( actual surpris - handl way better would ) . perhap woman * * bad day , one best friend , charl would say , `` 's problem . '' . worst . p. . look review , appear woman other problem . need fire ; reason someon work servic industri , directli interact custom , rude , dishonest , unhelp .",,,,,,0.9597664958178053,0.001160270185177106,0.0011544275833200222,0.03675684531758702,0.0011619610961106008
43,21,1,0,0,0,"This place had another fire and is closed, and I believe it's really gone for good this time.",Burger King,Portland,OR,97214,45.5117318,-122.661309678,53,0,"Burgers, Fast Food, Restaurants",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,'average',True,u'none','free',1,False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",2020,"place anoth fire close , believ 's realli gone good time .",,,,,,0.2786227329348335,0.020262508856882175,0.6604098164786418,0.020403028125210682,0.020301913604431763
44,0,1,2,0,1,They are the worst Burger King in Columbus Ohio very slow i sit in the drive thru line for 35 minutes to be told to look at the menu when you get up to ORDER YOUR FOOD. every time you come here it is this way i will not be back whoever owns this burger king has to know that half of the money is pulling away from the drive thru because of me unnecessary wait in line and going somewhere else were they can get faster service and better food.,Burger King,Columbus,OH,43232,39.9170677,-82.914311,10,1,"Fast Food, Burgers, Restaurants",,,False,True,,,,True,,True,,,1,,,,True,,2015,worst burger king columbu ohio slow sit drive thru line 35 minut told look menu get order food . everi time come way back whoever own burger king know half money pull away drive thru unnecessari wait line go somewher els get faster servic better food .,,,,,,0.6230247906508789,0.00437797557864662,0.2993539193409804,0.06880999756564561,0.004433316863848437
45,1,4,0,0,0,"Went in, ordered a couple of double cheeseburgers and a large fry and it was tasty and the staff was pretty friendly as well :). will be going back to this one too.",Burger King,Columbus,OH,43232,39.9170677,-82.914311,10,1,"Fast Food, Burgers, Restaurants",,,False,True,,,,True,,True,,,1,,,,True,,2016,"went , order coupl doubl cheeseburg larg fri tasti staff pretti friendli well : ) . go back one .",,,,,,0.012783727436676311,0.012724446573894243,0.2645707224714894,0.6972712009021987,0.012649902615741304
46,2,1,0,0,0,"Worlds slowest drive thru, 19 minutes.  Been here many of times and against all hopes, nothing has changed. To top it off, they failed to give me a straw and napkins. Please do yourself a favor and drive past this hole and find another place to eat!  I guess I am the idiot that keeps coming back, and the staff is brilliant by collecting a check by hardly working.",Burger King,Columbus,OH,43232,39.9170677,-82.914311,10,1,"Fast Food, Burgers, Restaurants",,,False,True,,,,True,,True,,,1,,,,True,,2015,"world slowest drive thru , 19 minut . mani time hope , noth chang . top , fail give straw napkin . pleas favor drive past hole find anoth place eat ! guess idiot keep come back , staff brilliant collect check hardli work .",,,,,,0.7917686732719073,0.005598663226143018,0.19153906373158,0.005550146890980957,0.005543452879388753
47,3,2,2,0,0,"Holy crap, just waited 15 minutes for my food, the fountain machine was 95% out of drink choices. Fries are pretty cold. I literally installed yelp just so I could write this review. Place seems understaffed, but is pretty clean. Not too fond of the area but my work has me travel, I usually don't have much say.",Burger King,Columbus,OH,43232,39.9170677,-82.914311,10,1,"Fast Food, Burgers, Restaurants",,,False,True,,,,True,,True,,,1,,,,True,,2014,"holi crap , wait 15 minut food , fountain machin 95 % drink choic . fri pretti cold . liter instal yelp could write review . place seem understaf , pretti clean . fond area work travel , usual n't much say .",,,,,,0.43409600069621823,0.006232516579058936,0.32730122793675714,0.22614611431089052,0.006224140477075137
48,4,1,3,0,0,Waited in drive thru for 23 mins. 5 other cars just left. Took forever and yet still food was cold and drive thru was rude. Won't be back.,Burger King,Columbus,OH,43232,39.9170677,-82.914311,10,1,"Fast Food, Burgers, Restaurants",,,False,True,,,,True,,True,,,1,,,,True,,2014,wait drive thru 23 min . 5 car left . took forev yet still food cold drive thru rude . wo n't back .,,,,,,0.9571260731266156,0.010542045702443196,0.010879048881894162,0.01084648783737167,0.010606344451675511
49,5,1,0,0,0,"0/5 !! worst burger king in my life - extremely rude manager - went thru drive thru (( which took a while btw)) didnt get napkins or ketchup for fries so i went in w a smile on my face , looking directly at her and she turned away from me ??? so i went to get napkins then asked her for ketchup, she said she had none and i asked well what ab the ketchup for the burgers & she said she had enough to last her ab an hour. that itself speaks of her poor poor management ...",Burger King,Columbus,OH,43232,39.9170677,-82.914311,10,1,"Fast Food, Burgers, Restaurants",,,False,True,,,,True,,True,,,1,,,,True,,2017,"0/5 ! ! worst burger king life - extrem rude manag - went thru drive thru ( ( took btw ) ) didnt get napkin ketchup fri went w smile face , look directli turn away ? ? ? went get napkin ask ketchup , said none ask well ab ketchup burger & said enough last ab hour . speak poor poor manag ...",,,,,,0.7285351234564931,0.004301775980754585,0.004308190134010179,0.19503618179538726,0.06781872863335488
50,6,1,0,0,0,Had one job to put 5 pieces of french toast on a 2 5 piece french toast order... Somehow only managed to put 4 pieces in BOTH boxes. After telling me they didn't have any breakfast items DURING breakfast time other than french toast!! Place is extremely dirty and not the type of dirty where food is all on the chairs and seats due to previous customers but dirty as in they need to be shut down for health violations as well as the lack of customers.,Burger King,Columbus,OH,43232,39.9170677,-82.914311,10,1,"Fast Food, Burgers, Restaurants",,,False,True,,,,True,,True,,,1,,,,True,,2019,one job put 5 piec french toast 2 5 piec french toast order ... somehow manag put 4 piec box . tell n't breakfast item breakfast time french toast ! ! place extrem dirti type dirti food chair seat due previou custom dirti need shut health violat well lack custom .,,,,,,0.5688096015977805,0.0048420524006820434,0.004860060050219795,0.41662150682308186,0.004866779128235916
51,7,1,0,0,0,They can take am order accurately but they can't fulfill it correctly. Paid for items that I ordered but they didn't put on the bag. Won'tanswer phone when I call. Horrible customer service.,Burger King,Columbus,OH,43232,39.9170677,-82.914311,10,1,"Fast Food, Burgers, Restaurants",,,False,True,,,,True,,True,,,1,,,,True,,2018,take order accur ca n't fulfil correctli . paid item order n't put bag . won'tansw phone call . horribl custom servic .,,,,,,0.8406172169791265,0.011288023328742517,0.011273111697729796,0.1254262626326759,0.011395385361725362
52,8,3,1,0,0,"I seem to get inaccurate orders too often at this location.

But I just tried the new french fry burger, and it was surprisingly good.",Burger King,Columbus,OH,43232,39.9170677,-82.914311,10,1,"Fast Food, Burgers, Restaurants",,,False,True,,,,True,,True,,,1,,,,True,,2013,"seem get inaccur order often locat . tri new french fri burger , surprisingli good .",,,,,,0.1818627574567723,0.014490399691762149,0.13331865121673978,0.6557970699136308,0.014531121721094954
53,0,1,0,0,0,"Well, I don't want to be complaining.   But it seems this place isn't putting much heart behind their food.   Seems like there is something negative happening in this Burger King, not sure, but it reflects in the food.",Burger King,Orlando,FL,32832,28.4180350408,-81.2428906563,44,1,"Fast Food, Restaurants, Hot Dogs, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,,2020,"well , n't want complain . seem place n't put much heart behind food . seem like someth neg happen burger king , sure , reflect food .",,,,,,0.23895605850339893,0.009774679273203093,0.7316945652043771,0.009862649283125746,0.009712047735894971
54,1,1,0,0,0,Finally made time to try this Burger King for breakfast today and was very disappointed. I was the only one in drive thru at the time yet somehow my food was cold. Took a bite of a cold sandwich. Seems like it was pre-made and sitting there maybe. My tater tots were also hard as if reheated. Won't waste my $ there again.,Burger King,Orlando,FL,32832,28.4180350408,-81.2428906563,44,1,"Fast Food, Restaurants, Hot Dogs, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,,2020,final made time tri burger king breakfast today disappoint . one drive thru time yet somehow food cold . took bite cold sandwich . seem like pre-mad sit mayb . tater tot also hard reheat . wo n't wast $ .,,,,,,0.3204935209946531,0.005767348448548081,0.005849880870839698,0.6620838292061313,0.00580542047982791
55,2,1,0,1,0,"Worst Burger King in history. They close always an hour before actual closing and claim they are ""cleaning"". Worst customer service. Might as well shut down this Burger King since they don't want people coming or turning away customers bc they don't want to serve you.",Burger King,Orlando,FL,32832,28.4180350408,-81.2428906563,44,1,"Fast Food, Restaurants, Hot Dogs, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,,2019,worst burger king histori . close alway hour actual close claim `` clean '' . worst custom servic . might well shut burger king sinc n't want peopl come turn away custom bc n't want serv .,,,,,,0.7036049332702032,0.006936543576955294,0.006908053029091834,0.170637841338292,0.1119126287854577
56,3,5,0,0,0,"I feel weird giving 5 stars as fast food joints usually don't cut it. However, this visit I cannot complain. I worked late and hadn't eaten so I decided to grab something quick. The customer service was like nothing I've never experienced from a fast food place. There were suggestions and numerous offers and tips to getting the most for my buck, allowing and offering to mix and match my meal. He ensured I had everything and I was on my way in 5minutes. The food was actually decent as far as Burger King goes. Truly embarrassed to give 5 stars but in all honesty, one of the best Burger King experiences I've had. Customer service I guess goes a long way when you expect to be treated poorly.",Burger King,Orlando,FL,32832,28.4180350408,-81.2428906563,44,1,"Fast Food, Restaurants, Hot Dogs, Burgers",u'casual',True,False,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,u'average',True,u'none',u'free',1,False,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,,2018,"feel weird give 5 star fast food joint usual n't cut . howev , visit complain . work late n't eaten decid grab someth quick . custom servic like noth 've never experienc fast food place . suggest numer offer tip get buck , allow offer mix match meal . ensur everyth way 5minut . food actual decent far burger king goe . truli embarrass give 5 star honesti , one best burger king experi 've . custom servic guess goe long way expect treat poorli .",,,,,,0.4831223380063146,0.0028573936617501566,0.3212099644812662,0.18998210421969125,0.002828199630977778
