,Unnamed: 0,stars,useful,funny,cool,text,name,city,state,postal_code,latitude,longitude,review_count,is_open,categories,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsGoodForGroups,GoodForKids,OutdoorSeating,DriveThru,HasTV,RestaurantsAttire,RestaurantsDelivery,Ambience,BusinessParking,BikeParking,BusinessAcceptsCreditCards,RestaurantsTakeOut,year,preparedText,Corkage,WiFi,NoiseLevel,Alcohol,BYOBCorkage,GoodForMeal,Caters,DogsAllowed,RestaurantsTableService,Topic0,Topic1,Topic2,Topic3,Topic4
124,23,5,0,0,0,チェーン店ではインアウトバーガーに次いで大好きなチポトレ。ハワイにはまだなく、日本ではフリホーレスで我慢するしかないので、本土に来ると必ず来ます！ポートランドではチェーン店歓迎されないので空いてる。昔、ここを大絶賛してたら、友人が株を買って、食中毒で大損（笑）反省してます。最近はボウルにして、サワークリームもチーズも入れないと食べやすいなぁと。要は黒豆とサルサソースかな。,Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2017,チェーン店ではインアウトバーガーに次いで大好きなチポトレ。ハワイにはまだなく、日本ではフリホーレスで我慢するしかないので、本土に来ると必ず来ます！ポートランドではチェーン店歓迎されないので空いてる。昔、ここを大絶賛してたら、友人が株を買って、食中毒で大損（笑）反省してます。最近はボウルにして、サワークリームもチーズも入れないと食べやすいなぁと。要は黒豆とサルサソースかな。,,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.2,0.2,0.2,0.2,0.2
125,24,5,0,0,0,"First time at Chipotle. Friendly staff, great choices- the guacamole is ridiculously good. Added bonus: Pacifico!",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2014,"first time chipotl . friendli staff , great choices- guacamol ridicul good . ad bonu : pacifico !",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.017173588081148838,0.01677609462513427,0.01684273945410708,0.932535035810136,0.016672542029473846
126,25,4,0,0,0,"No need to say  more..
one of the best mexican fast food ...
Quality is definitely above average..

love it",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2011,need say .. one best mexican fast food ... qualiti definit averag .. love,,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.017112204585417786,0.016740011823296125,0.017081778304374375,0.9323907998172497,0.016675205469662033
127,26,4,0,0,0,"So if you do online ordering.....(which is the best) and in the special request box ask for a picture or a high five....the staff actually does it!!!!

Love, love Chipotle.  I get that it's fast food, but the quality is fantastic.  Custom made burritos, burrito bowls, and tacos.  It's fairly nutritious and an easy quick meal.   

The only thing that I'm not a big fan of is their chips.  A little greasy and too over limed.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2012,"onlin order ..... ( best ) special request box ask pictur high five .... staff actual ! ! ! ! love , love chipotl . get 's fast food , qualiti fantast . custom made burrito , burrito bowl , taco . 's fairli nutriti easi quick meal . thing 'm big fan chip . littl greasi lime .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.005346674960476167,0.06048463153902821,0.005221853746002199,0.9238149107691043,0.005131928985389138
128,27,1,1,1,0,"The past two times I have been to this particular Chipotle it has made me sick. The guacamole was old, the pinto beans were hard and the veggies were slimy.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2015,"past two time particular chipotl made sick . guacamol old , pinto bean hard veggi slimi .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.013644097092092305,0.01353953342429911,0.013593208581568745,0.9458726659986683,0.013350494903371528
129,28,5,0,0,1,Really impressed with the manager on shift today. Seemed like he was really respected by his staff and he was very kind to me and my friends who came in. He went out of his way to ask how we were doing and made sure the food tasted great. The manager alone gets 5 stars in my book! Looking forward to our next visit.,Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2016,realli impress manag shift today . seem like realli respect staff kind friend came . went way ask made sure food tast great . manag alon get 5 star book ! look forward next visit .,,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.33274739166669404,0.006481322220710162,0.20079886261094365,0.4535174792726243,0.006454944229027833
130,29,5,0,0,0,"This is the place to go after a good workout as it is s r mi healthy (depending on what you order). I normally just get the chicken salad with little beans and rice, medium and hot salsa, pico  de gallo, and corn. It's probably one of the healthiest meals that I eat.

I like this place because the staff are friendly and usually provide quick service.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2016,"place go good workout r mi healthi ( depend order ) . normal get chicken salad littl bean rice , medium hot salsa , pico de gallo , corn . 's probabl one healthiest meal eat . like place staff friendli usual provid quick servic .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.04990854072951166,0.005570007618104663,0.0056207932284692355,0.9331471926311434,0.005753465792770871
131,30,4,1,0,0,"Close to my office for a quick lunch.
Regardless of line size always fast and efficient.
Can eat healthy and paleo here...I always order salad no beans, rice, corn...double meat, pico, hot salsa, extra lettuce!
In out quick lunch.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2012,"close offic quick lunch . regardless line size alway fast effici . eat healthi paleo ... alway order salad bean , rice , corn ... doubl meat , pico , hot salsa , extra lettuc ! quick lunch .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.00713132904474962,0.006924274119474833,0.007279808755149759,0.9717605405229768,0.006904047557648935
132,31,4,0,0,0,"Hey, I know it's fast food, but it is a cut above most crappy places.  Food is consistently fresh and flavorful, service at this location has always been very good, and it's there when you need it.

For a quick Cali-Mex meal, you can't go wrong.  This is not where you go when looking for culinary creativity, but it hits the spot when you need a quickie burrito.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2010,"hey , know 's fast food , cut crappi place . food consist fresh flavor , servic locat alway good , 's need . quick cali-mex meal , ca n't go wrong . go look culinari creativ , hit spot need quicki burrito .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.0836537777649466,0.006096535140757761,0.006291512970454317,0.8978919496102861,0.006066224513555256
133,32,5,1,0,1,"I had such a great experience at Chipotle that I feel I must write a review! From time to time, I take my 3 kids there for dinner. Chipotle is always friendly, and very accomodating and flexible as far as making my kids' burritos/tacos/etc just the way they want them. We are not big fast food consumers, but Chipotle has me thinking this is a somewhat healthier alternative, so I feel OK about feeding this to my kids on occasion. 

This particular evening, one of my kids (spice wimp) ordered a chicken burrito, against my better judgment since I know there is some kick to the chicken. Not surprisingly, it was too spicey for him... when I went to order a carnitas version to replace it, on my nickel, Chipotle insisted on comping it, guacamole and all. I thought this was above and beyond as far as customer service. Additionally, at least two staff personnel came to check on us to see if the second burrito was more to his liking, and to make sure everyone else was doing well. 

Chipotle can feel on the pricey side, especially for extras like guacamole, but their portions are generous, the food is good quality, the service is great, and we will keep coming back.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2010,"great experi chipotl feel must write review ! time time , take 3 kid dinner . chipotl alway friendli , accomod flexibl far make kid ' burritos/tacos/etc way want . big fast food consum , chipotl think somewhat healthier altern , feel ok feed kid occas . particular even , one kid ( spice wimp ) order chicken burrito , better judgment sinc know kick chicken . surprisingli , spicey ... went order carnita version replac , nickel , chipotl insist comp , guacamol . thought beyond far custom servic . addit , least two staff personnel came check us see second burrito like , make sure everyon els well . chipotl feel pricey side , especi extra like guacamol , portion gener , food good qualiti , servic great , keep come back .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.18332924302229117,0.01349809451916043,0.0019577428102716013,0.7993073197917506,0.0019075998565262645
134,33,1,0,0,0,"If you like meat don't go to this location, the manager is actively trying to rip you off and give TINY amounts of meat",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2017,"like meat n't go locat , manag activ tri rip give tini amount meat",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.1688598627268247,0.01598766138189579,0.015896960451850604,0.7838526422462773,0.015402873193151584
135,34,1,0,0,0,Worst chipotle order I ever got. Less meat and quantity than the one in NE wieldler street. Tortillas are not fresh.,Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2015,worst chipotl order ever got . less meat quantiti one ne wieldler street . tortilla fresh .,,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.014517112948519581,0.014340665517221466,0.01457466227773883,0.9422749984265608,0.014292560829959246
136,35,5,0,0,0,"The downtown Pearl district Chipotle is a very vibrant spot with a great set up. Upon walking in, there was no line and all the staff welcomed me with warm greetings and smiles. 

There was certainly a lot of staff for what they do. They all seemed very happy and looked like they enjoyed their job. Created a great atmosphere and improvement in their service.
They were very busy with a long line when I was walking out though, so looked like the large staff group is there for a reason.


I ordered the chicken bowl which was delicious. They gave me great portions of each item and I was satisfied. The food tasted fresh and looked great.

 Chipotle never fails.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2014,"downtown pearl district chipotl vibrant spot great set . upon walk , line staff welcom warm greet smile . certainli lot staff . seem happi look like enjoy job . creat great atmospher improv servic . busi long line walk though , look like larg staff group reason . order chicken bowl delici . gave great portion item satisfi . food tast fresh look great . chipotl never fail .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.003492358904165747,0.0036483157557720552,0.07299740476948642,0.9164684065953065,0.0033935139752693686
137,36,4,0,0,0,"They're good, but be careful of hidden calories. I was getting the chicken burrito for ages, before I realized that the tortilla itself has nearly 300 calories in it. Also, if you don't want things included in your burrito, they can be a bit snide about making up the difference in other things. Otherwise, they're pretty solid.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2012,"'re good , care hidden calori . get chicken burrito age , realiz tortilla nearli 300 calori . also , n't want thing includ burrito , bit snide make differ thing . otherwis , 're pretti solid .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.00710787033168151,0.006935403926010158,0.17376654087183172,0.8051110947910094,0.007079090079467254
138,37,1,1,0,0,The difference between this Chipotle and the PSU location is night and day consistently. Chipotle corp needs to step in and send over PSU folks to Lovejoy on how to deliver.,Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2015,differ chipotl psu locat night day consist . chipotl corp need step send psu folk lovejoy deliv .,,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.012932040528043167,0.08336839021685864,0.5214372356125496,0.3697462044503404,0.012516129192208156
139,38,1,0,0,0,"No quality control at all. I've eaten here multiple times and not once has the food been good. Uncooked rice, over burnt vegetables and cold grizzly chicken. The management should eat the food once in a while to have an idea as to how bad it is.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2018,"qualiti control . 've eaten multipl time food good . uncook rice , burnt veget cold grizzli chicken . manag eat food idea bad .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.010310853071828153,0.010075508509024524,0.010272993609156377,0.9592985340518232,0.010042110758167723
140,39,4,0,0,0,"This was our first visit to a Chipotle, and we thought it was pretty good. It neat, trendy decor, and was nice and clean. This location is situated right on the street car line, which was great for my son, as he loves all things rail related.

The chicken and steak were nicely flavored, and the prices seemed reasonable for what you get; although I would still think I'd choose Qdoba, Baja Fresh, or Taco Del Mar for a Mexican influenced chain. I ordered my Chipotle burrito with medium salsa, but should have gone with the hot -- the medium had very little heat to it, and I ended up dumping Tabasco on it to get it where I wanted it.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2019,"first visit chipotl , thought pretti good . neat , trendi decor , nice clean . locat situat right street car line , great son , love thing rail relat . chicken steak nice flavor , price seem reason get ; although would still think 'd choos qdoba , baja fresh , taco del mar mexican influenc chain . order chipotl burrito medium salsa , gone hot -- medium littl heat , end dump tabasco get want .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.057935721208689006,0.0032937235539970363,0.061103506765885246,0.874369808795245,0.0032972396761836702
141,40,2,3,1,1,"Pretty disappointing experience at this location last night. We went for dinner at 7pm and they were already out of the following items:

- fajita veggies
- corn salsa
- guacamole!

I would be more understanding if it was near closing and they were out of these items, but 7pm is pretty ridiculous. Being in the Pearl, I assume this location is usually a lunch spot, but the line when we were there should be proof enough that they need to both stock for and staff for a dinner rush.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2016,"pretti disappoint experi locat last night . went dinner 7pm alreadi follow item : - fajita veggi - corn salsa - guacamol ! would understand near close item , 7pm pretti ridicul . pearl , assum locat usual lunch spot , line proof enough need stock staff dinner rush .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.17390528022803092,0.005081603965609843,0.005118039370115488,0.8108892504612537,0.0050058259749899275
142,41,3,1,1,1,"I would mark this as an ""average"" Chipotle. Every so often I get a poor quality product, but most of the time it's good. The one time I wrote a complaint in online, the manager offered to make it up to me and a few of my close friends. While I never took him up on the gesture, it shows that they do at least listen to customer feedback.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2012,"would mark `` averag '' chipotl . everi often get poor qualiti product , time 's good . one time wrote complaint onlin , manag offer make close friend . never took gestur , show least listen custom feedback .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.740706275933356,0.006468794368833507,0.00663748618767285,0.23973335723076647,0.00645408627937112
143,42,1,4,1,1,"Came by because I had a free coupon. They gave small portions, and a lot of the basic toppings were missing or not refilled yet. Slim pickings for sure. Noticed when I was eating my bowl that it was bland, I didn't get to get the green peppers, or even cheese because I didn't see it! Glad I didn't have to pay for this meal because it was disappointing! Why give out coupons to try and win customers back when you can't satisfy them?",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2016,"came free coupon . gave small portion , lot basic top miss refil yet . slim pick sure . notic eat bowl bland , n't get get green pepper , even chees n't see ! glad n't pay meal disappoint ! give coupon tri win custom back ca n't satisfi ?",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.10737984299595912,0.023042285129526226,0.16899308691309783,0.6954524933805203,0.00513229158089659
144,43,4,1,1,1,"How can people hate? This place makes  life beautiful. Good prices, good food, good service. We go here at least 2 times per month. 


Gold star if you noticed that I posted on 5/5.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2013,"peopl hate ? place make life beauti . good price , good food , good servic . go least 2 time per month . gold star notic post 5/5 .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.2836400199423443,0.009143738727332098,0.009444831479316134,0.6886588644667772,0.009112545384230333
145,44,5,0,0,0,"I rarely review fast food (or whatever Chipotle is - the next step up?) because it is what it is.  It's food.  When I do, it's because it's really bad or really good.  In this case, it's really good.  Not all Chipotles, mind you (the one downtown isn't so wonderful), just this one.

The big thing Chipotle has going for it is that it actually is food (earlier I said fast food is just food, but that's not really true - it's not food, it's chemicals).  This location is also good at what it does.  They're friendly, efficient, they throw things together well . . . I suppose there was that one time that someone wasn't the best.

I'm not wanting to hand out my first five-star review to Chipotle, though.  It doesn't seem right.  I'm trying to think of something bad about them.  They . . . no.  They definitely . . . no.  Oh well.  I guess I have no choice.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2010,"rare review fast food ( whatev chipotl - next step ? ) . 's food . , 's 's realli bad realli good . case , 's realli good . chipotl , mind ( one downtown n't wonder ) , one . big thing chipotl go actual food ( earlier said fast food food , 's realli true - 's food , 's chemic ) . locat also good . 're friendli , effici , throw thing togeth well . . . suppos one time someon n't best . 'm want hand first five-star review chipotl , though . n't seem right . 'm tri think someth bad . . . . . definit . . . . oh well . guess choic .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.002860164404830325,0.002791733614923915,0.0028345584392457566,0.9887313315492454,0.002782211991754711
146,45,3,0,0,0,"Like a moth to a flame, I manage to find my way to a Chipotle no matter what city I find myself in. 

Yes this is a chain, but at least I know what to expect. It is a fast, cheap, and safe gluten free dining option. A pretty hard combination to find at times, especially after working late at the office and not wanting to stray far from the hotel for a meal.

The design of this location is pretty good from others that I have seen in my travels. I do like how they a sectioned off the line and created a separated queue from the seating area. The seating area itself has a decent amount of tables.

As for the food, it is the standard fare. The taste of some of the ingredients seems to taste a bit off from what I am used to in other locations of the US. The steak and rice tends to seem a bit bland at times. 

The workers are good about changing their gloves when I alert them of my gluten allergy. They do have a process of changing out the line spoons, which seems to be a Portland protocol as I haven't seen this done anywhere else in my travels. I do have to give the staff credit for their knowledge on gluten and cross contamination as they do try to take extra precautions to eliminate the risks.

Overall, Chipotle is a good cheap GF dining option.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2014,"like moth flame , manag find way chipotl matter citi find . ye chain , least know expect . fast , cheap , safe gluten free dine option . pretti hard combin find time , especi work late offic want stray far hotel meal . design locat pretti good other seen travel . like section line creat separ queue seat area . seat area decent amount tabl . food , standard fare . tast ingredi seem tast bit use locat us . steak rice tend seem bit bland time . worker good chang glove alert gluten allergi . process chang line spoon , seem portland protocol n't seen done anywher els travel . give staff credit knowledg gluten cross contamin tri take extra precaut elimin risk . overal , chipotl good cheap gf dine option .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.1478132533378088,0.001797097214226055,0.10719635552093272,0.7414336167639443,0.0017596771630882246
147,46,2,2,0,0,"This Chipotle is pretty gross. I usually love Chipotle but today I had the worst chicken bowl of my life. I ordered a bag of chips and ended up with a tiny handful, all of which were stale. Almost every piece of chicken in my bowl was burnt to a crisp and ruined the flavors of every other food in the bowl. Sad, sad day. I love the downtown Chipotle but this location is b-a-d. They also charge slightly more than the one downtown for whatever reason.",Chipotle Mexican Grill,Portland,OR,97209,45.5302041476,-122.6835977076,82,1,"Fast Food, Mexican, Restaurants",1,False,True,True,True,,True,u'casual',True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2014,"chipotl pretti gross . usual love chipotl today worst chicken bowl life . order bag chip end tini hand , stale . almost everi piec chicken bowl burnt crisp ruin flavor everi food bowl . sad , sad day . love downtown chipotl locat b-a-d. also charg slightli one downtown whatev reason .",,'no','average',u'beer_and_wine',,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",True,True,,0.00451116551812022,0.08320403518359612,0.11513293844068767,0.7927021483272431,0.004449712530353034
