,Unnamed: 0,stars,useful,funny,cool,text,name,city,state,postal_code,latitude,longitude,review_count,is_open,categories,BusinessAcceptsCreditCards,GoodForKids,RestaurantsTakeOut,Caters,RestaurantsReservations,RestaurantsPriceRange2,NoiseLevel,RestaurantsAttire,OutdoorSeating,BikeParking,Ambience,RestaurantsDelivery,RestaurantsGoodForGroups,Alcohol,BusinessParking,GoodForMeal,DriveThru,HasTV,WiFi,year,preparedText,BYOBCorkage,Corkage,RestaurantsTableService,DogsAllowed,Topic0,Topic1,Topic2,Topic3,Topic4
75,22,5,1,2,2,"Chances are if you're leaving a bad review for Panda Express, you shouldn't even have gone in there in the first place. You're the dumb one for going into the McDonald's of chinese food! c'mon!!!! 

I freaking love Panda. That's all.",Panda Express,Portland,OR,97217,45.5769021,-122.6814172,46,1,"Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,False,True,'free',2011,"chanc 're leav bad review panda express , n't even gone first place . 're dumb one go mcdonald 's chines food ! c'mon ! ! ! ! freak love panda . 's .",'yes_free',False,,,0.14261868077687173,0.00884927264158787,0.5009670204132852,0.00887585220038713,0.3386891739678681
76,23,1,1,0,1,They didn't give me forks or fortune cookies or my sauce for my teriyaki chicken ): and they were late with my order!! #disappointed,Panda Express,Portland,OR,97217,45.5769021,-122.6814172,46,1,"Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,False,True,'free',2020,n't give fork fortun cooki sauc teriyaki chicken ) : late order ! ! # disappoint,'yes_free',False,,,0.018610593774790827,0.018284447010587995,0.018479038919090543,0.9262140918115545,0.01841182848397633
77,24,1,0,0,0,"Such bad costumer service, we were standing right in front of them waiting, while they were chatting. The order was wrong, we waited to long to get the food. We came home the food was cold and found out there were things missing from the order. I call to let them know they were rude on the phone no costumer service what so ever."" You have to come in to get the order right"" yesss rude person I was just there and you didn't get it right! Bad Bad Bad",Panda Express,Portland,OR,97217,45.5769021,-122.6814172,46,1,"Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,False,True,'free',2020,"bad costum servic , stand right front wait , chat . order wrong , wait long get food . came home food cold found thing miss order . call let know rude phone costum servic ever . '' come get order right '' yesss rude person n't get right ! bad bad bad",'yes_free',False,,,0.8419549159276504,0.004695078732170337,0.14375696708594726,0.004767142974849033,0.004825895279382936
78,25,4,0,0,0,"Easily the nicest Panda Express I've ever been to. Food was v fresh. The folks inside were nice. The store was very clean. And I gotta say, the lighting was really cute. And BONUS but for real very comfy seating, we're talking cushions and back support. Only bummer was no Panda Passion tea. But the ambiance made up for it.",Panda Express,Portland,OR,97217,45.5769021,-122.6814172,46,1,"Fast Food, Chinese, Restaurants",True,True,True,True,False,1,'average','casual',False,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,False,True,'free',2019,"easili nicest panda express 've ever . food v fresh . folk insid nice . store clean . got ta say , light realli cute . bonu real comfi seat , 're talk cushion back support . bummer panda passion tea . ambianc made .",'yes_free',False,,,0.005851715731908857,0.18154775784226737,0.4711099420034266,0.005892689998685819,0.3355978944237114
79,0,5,0,0,0,Shout out to the manager Collin he helped me out with my gift card issue when the other store on sandlake and John Young were too slow to realize what to do he was polite and he was awesome I hope to see you guys again soon thank you again!,Panda Express,Orlando,FL,32839,28.4904787048,-81.4280129699,44,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,'average',u'casual',True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,'free',2019,shout manag collin help gift card issu store sandlak john young slow realiz polit awesom hope see guy soon thank !,,,,,0.6414589852130741,0.1808384788757742,0.009727952915680993,0.009617150766018878,0.15835743222945203
80,1,1,0,0,0,Went one day and their grill didn't work. Went a couple days later and the manager said they had not prepared any items at time of opening because she had made a meeting priority over havIng food prepared. Managers name was Queen. Place is very unorganized.,Panda Express,Orlando,FL,32839,28.4904787048,-81.4280129699,44,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,'average',u'casual',True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,'free',2020,went one day grill n't work . went coupl day later manag said prepar item time open made meet prioriti food prepar . manag name queen . place unorgan .,,,,,0.8159023935625292,0.007832193617229142,0.007937303499228788,0.1603702425907333,0.007957866730279636
81,2,5,0,0,0,very delicious Chinese American food. People are very nice here. The place is very clean and comfortable to dine in. Thank you for wonderful experience.,Panda Express,Orlando,FL,32839,28.4904787048,-81.4280129699,44,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,'average',u'casual',True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,'free',2018,delici chines american food . peopl nice . place clean comfort dine . thank wonder experi .,,,,,0.014469018334416031,0.2056522682060724,0.6715055761601151,0.014812572953510626,0.09356056434588601
82,3,1,0,0,0,STAY AWAY!!  Worse customer service ever!  I ordered in the drive thru and I was told to wait a few minutes for vegetables.  She told me to pull over to the side doors.  I waited for 15 minutes and nothing.  I walked inside only to find out my food wasn't even packed.  I asked for the manager and she did nothing to compensate me.  Not even an apology.  This place is the worse.,Panda Express,Orlando,FL,32839,28.4904787048,-81.4280129699,44,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,'average',u'casual',True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,'free',2019,stay away ! ! wors custom servic ever ! order drive thru told wait minut veget . told pull side door . wait 15 minut noth . walk insid find food n't even pack . ask manag noth compens . even apolog . place wors .,,,,,0.8847034244893535,0.005591961357595706,0.005718281879321491,0.09839154734383009,0.00559478492989906
83,4,1,0,0,0,"I wish I could leave 0 stars. Asked for BEEF AND BROCCOLI WITH NO RICE (I can not eat rice or noodles). And what did they give me? Cold crumbs of beef and 99% rice. When I said something at the window, the Manager here ""Amy"" was her name. Rather than apologize for the ridiculous plate I was given, chose to justify the portion and did not even give her customer the chance to argue a remake or refund. Please just never go here. Please, I'm begging you.",Panda Express,Orlando,FL,32839,28.4904787048,-81.4280129699,44,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,'average',u'casual',True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,'free',2020,"wish could leav 0 star . ask beef broccoli rice ( eat rice noodl ) . give ? cold crumb beef 99 % rice . said someth window , manag `` ami '' name . rather apolog ridicul plate given , chose justifi portion even give custom chanc argu remak refund . pleas never go . pleas , 'm beg .",,,,,0.5426146148028248,0.004575652019049603,0.0045995860952393105,0.41357518762762957,0.03463495945525677
84,5,1,0,0,0,"Bland food, to go only even though every other restaurant does dine In, didn't provide utensils and can't use their bathroom.",Panda Express,Orlando,FL,32839,28.4904787048,-81.4280129699,44,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,'average',u'casual',True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,'free',2020,"bland food , go even though everi restaur dine , n't provid utensil ca n't use bathroom .",,,,,0.014835135805918503,0.014629748844872024,0.47977918823934307,0.476249030743629,0.014506896366237467
85,6,2,0,0,0,"Food is pretty consistent, however how do you run out of a staple like rice?  Not real impressed on my first visit.",Panda Express,Orlando,FL,32839,28.4904787048,-81.4280129699,44,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,'average',u'casual',True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,'free',2020,"food pretti consist , howev run stapl like rice ? real impress first visit .",,,,,0.015669712517909898,0.015715681465994273,0.4681282976123971,0.48482468317642596,0.01566162522727275
86,7,1,0,0,0,Absolutely horrible food. I'm talking the worst Chinese food I've ever had. And the portions should actually be illegal. Mountain of bland tasteless rice with a bunch of soggy vegetables and then an incredibly tiny portion of disgusting tasteless meat. After today 100% will never give them my money again. I'm actually going to make sure anyone I've ever met and will ever meet does not eat at Panda Express. Ever.,Panda Express,Orlando,FL,32839,28.4904787048,-81.4280129699,44,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,'average',u'casual',True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,'free',2020,absolut horribl food . 'm talk worst chines food 've ever . portion actual illeg . mountain bland tasteless rice bunch soggi veget incred tini portion disgust tasteless meat . today 100 % never give money . 'm actual go make sure anyon 've ever met ever meet eat panda express . ever .,,,,,0.2582417050799752,0.14389646250170632,0.004539590819392143,0.4967514537202902,0.09657078787863621
87,8,1,28,12,19,"There was a hair sitting on top of my food. That pretty much shut it down for me. I know that it happens but it's difficult to get past. It doesn't matter if they exchange it for ""fresh"" because the psychological damage is done. I played it down so everyone else could enjoy their meal but it's disappointing and disgusting. 

Everyone ordered the same meal....Rangoons, egg rolls, noodles, walnut shrimp and orange chicken. The employee was pleasant and the restaurant was messy.",Panda Express,Orlando,FL,32839,28.4904787048,-81.4280129699,44,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,'average',u'casual',True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,'free',2020,"hair sit top food . pretti much shut . know happen 's difficult get past . n't matter exchang `` fresh '' psycholog damag done . play everyon els could enjoy meal 's disappoint disgust . everyon order meal .... rangoon , egg roll , noodl , walnut shrimp orang chicken . employe pleasant restaur messi .",,,,,0.3849999452388149,0.004837760342867852,0.0747424851674848,0.5305800149560727,0.004839794294759838
88,9,1,0,0,0,"Every time.. never fails.. never receive napkins in the drive thru. Also asked just for a side of teriyaki sauce and received hot mustard?? Common man.. is it that hard?? 

Panda Express? More like ""Panda leaves you a mess"".. WITHOUT NAPKINS!

*update* 12/27/20.. 27 days later from first review.. hit the drive thru and yet again no napkins!!",Panda Express,Orlando,FL,32839,28.4904787048,-81.4280129699,44,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,'average',u'casual',True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,'free',2020,everi time .. never fail .. never receiv napkin drive thru . also ask side teriyaki sauc receiv hot mustard ? ? common man .. hard ? ? panda express ? like `` panda leav mess '' .. without napkin ! * updat * 12/27/20 .. 27 day later first review .. hit drive thru yet napkin ! !,,,,,0.6996353558970165,0.004696918185578073,0.004720905267072153,0.18726790280236236,0.10367891784797091
89,10,3,2,1,3,Came in for a quick dinner since we were shopping in the area. They were really busy with online pick up orders so the quick service took a bit. I ordered the lo mein with the wok fried shrimp and pepper chicken. Both were very saucy and salty. My son ordered the rice with chicken teriyaki and orange chicken. Those weren't as bad. It was a half disappointing experience.,Panda Express,Orlando,FL,32839,28.4904787048,-81.4280129699,44,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,'average',u'casual',True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,'free',2019,came quick dinner sinc shop area . realli busi onlin pick order quick servic took bit . order lo mein wok fri shrimp pepper chicken . sauci salti . son order rice chicken teriyaki orang chicken . n't bad . half disappoint experi .,,,,,0.07665837615816351,0.005490137890871291,0.005514050095727143,0.8703775890121397,0.04195984684309835
90,11,2,0,0,0,"I am stating my rating experience as a DoorDash driver who came in on a recent Monday night around 7:30 to pick up a customer order. Came in and did not receive the usual ""welcome to Panda Express"" verbal greeting so that's not a good sign. I got to the online order pickup spot and there were two staff members counting out moneys at the register and did not acknowledge my presence for almost 15 seconds. After some time one of them finally asked me for the customer's name for the order which I gave out. She proceeded to pack up the order and then right before tying up the bag, surprisingly she threw in utensils and napkins in not a very gentle manner. I then kindly asked if she has soy sauce and chili sauce packets to put in. She said they do not carry the latter..? I looked at her wildly and said fine but in my mind and experience, how could you not supply chili or sriracha sauces like all the other Panda Expresses I've been to?! BTW I have over 2000 deliveries under my belt so clearly I think I have some knowledge of proper restaurant operation and efficiency. I wish I had gotten the name of the staff member I encountered at that Panda Express but I just wanted to leave with my customer order without any further drama. Will not return to that place given how poorly the service runs.",Panda Express,Orlando,FL,32839,28.4904787048,-81.4280129699,44,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,'average',u'casual',True,False,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,'free',2020,"state rate experi doordash driver came recent monday night around 7:30 pick custom order . came receiv usual `` welcom panda express '' verbal greet 's good sign . got onlin order pickup spot two staff member count money regist acknowledg presenc almost 15 second . time one final ask custom 's name order gave . proceed pack order right tie bag , surprisingli threw utensil napkin gentl manner . kindli ask soy sauc chili sauc packet put . said carri latter .. ? look wildli said fine mind experi , could suppli chili sriracha sauc like panda express 've ? ! btw 2000 deliveri belt clearli think knowledg proper restaur oper effici . wish gotten name staff member encount panda express want leav custom order without drama . return place given poorli servic run .",,,,,0.7578562187692968,0.0017555494177288714,0.0017346465952542231,0.1589264983275348,0.07972708689018532
91,0,3,0,0,0,Good place if you're hungry and want quick and cheap Chinese food. The food is tolerable -- you get what you pay for.,Panda Express,Orlando,FL,32803,28.5536899,-81.349173,63,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,u'average',u'casual',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,u'no',2012,good place 're hungri want quick cheap chines food . food toler -- get pay .,,,,,0.014661677807093565,0.014371985790395777,0.7120629294831983,0.01469443047185401,0.24420897644745831
92,1,4,3,0,0,"This location is good. I've never had any real problems. It's unfortunate that our favorite items keep getting discontinued. I'll miss you, sesame chicken.

I have 3 rules for eating at Panda Express:

1. Never order site unseen. The quality is never consistent. There's a chance that the food you get may have been sitting around, and is now dried up. Get a sample of anything you're considering.

2. Never go near closing time. The food is almost certain to have dried up, as they are not trying to make anything fresh close to closing. While that makes sense, I'm usually diappointed.

3. SAVE YOUR RECEIPT. Do the survey, and get a free entree with your next meal purchase. Not a bad deal!",Panda Express,Orlando,FL,32803,28.5536899,-81.349173,63,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,u'average',u'casual',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,u'no',2015,"locat good . 've never real problem . 's unfortun favorit item keep get discontinu . 'll miss , sesam chicken . 3 rule eat panda express : 1. never order site unseen . qualiti never consist . 's chanc food get may sit around , dri . get sampl anyth 're consid . 2. never go near close time . food almost certain dri , tri make anyth fresh close close . make sens , 'm usual diappoint . 3. save receipt . survey , get free entre next meal purchas . bad deal !",,,,,0.5232186400880784,0.002898976995886896,0.09842700349293546,0.32474144805468824,0.050713931368410785
93,2,4,0,0,0,I had Uber Eats deliver my order and this location got my order right and also read the special instructions. The only complaint I have is that I didn't get enough silverware for the meals I ordered.,Panda Express,Orlando,FL,32803,28.5536899,-81.349173,63,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,u'average',u'casual',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,u'no',2018,uber eat deliv order locat got order right also read special instruct . complaint n't get enough silverwar meal order .,,,,,0.46656240728879,0.01065775314043234,0.010796638707307694,0.5013209038880655,0.010662296975404517
94,3,2,0,0,0,"Every time go to this Panda Express I order the chicken pot stickers. If I go through the drive through, they say they are out. If I go in to purchase my food, they tell me a 5 minute wait. What the hell?",Panda Express,Orlando,FL,32803,28.5536899,-81.349173,63,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,u'average',u'casual',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,u'no',2015,"everi time go panda express order chicken pot sticker . go drive , say . go purchas food , tell 5 minut wait . hell ?",,,,,0.6299475860569415,0.010153789322342843,0.010235392338890944,0.24058858725360563,0.10907464502821906
95,4,2,0,0,0,"I will food was not bad, service was good.  However I ordered the steak and shrimp, when I got home I opened up my bowl and I received 3 tiny pieces of steak and 1 shrimp.

I did not expect a pound of shrimp but  1 really?",Panda Express,Orlando,FL,32803,28.5536899,-81.349173,63,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,u'average',u'casual',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,u'no',2018,"food bad , servic good . howev order steak shrimp , got home open bowl receiv 3 tini piec steak 1 shrimp . expect pound shrimp 1 realli ?",,,,,0.009503332614958462,0.009176773731062784,0.00926087314801971,0.9629115486632521,0.009147471842706955
96,5,1,1,0,0,"I went tonight and took the tso general chicken! They gave me 4 pieces!!!! really!!! and when i ask to the manager more she told me she will charge me $2 more if she add 4pieces !!! It's a joke, you pay $6.90 for un box of pasta or rice! This place is a big joke just don't go! 
They don't deserve 1star! And they don't deserve your money! I'm really serious!",Panda Express,Orlando,FL,32803,28.5536899,-81.349173,63,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,u'average',u'casual',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,u'no',2016,"went tonight took tso gener chicken ! gave 4 piec ! ! ! ! realli ! ! ! ask manag told charg $ 2 add 4piec ! ! ! 's joke , pay $ 6.90 un box pasta rice ! place big joke n't go ! n't deserv 1star ! n't deserv money ! 'm realli seriou !",,,,,0.6448666735651035,0.00614070556725599,0.006150991663091565,0.33663362569875455,0.0062080035057944976
97,6,5,0,0,0,I love to come to this panda because first the food is amazingly great and second the staff even greater. I love the experience I had so I'll be coming back!!,Panda Express,Orlando,FL,32803,28.5536899,-81.349173,63,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,u'average',u'casual',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,u'no',2014,love come panda first food amazingli great second staff even greater . love experi 'll come back ! !,,,,,0.012184933586980506,0.012103274005223886,0.6534305383106841,0.24657947020451504,0.07570178389259649
98,7,1,0,0,0,"Wow that was terrible. Cold, dry noodles and cold orange chicken. The egg roll was absolute trash. Best part of the meal was the fortune cookie",Panda Express,Orlando,FL,32803,28.5536899,-81.349173,63,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,u'average',u'casual',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,u'no',2018,"wow terribl . cold , dri noodl cold orang chicken . egg roll absolut trash . best part meal fortun cooki",,,,,0.13415938349275827,0.011274436798836253,0.011230322511085928,0.8320330515341126,0.011302805663206971
99,8,1,1,1,0,Don't waste your time. They gave me fried rice instead of brown rice and the beef & broccoli only had two pieces of beef. I'll never go back,Panda Express,Orlando,FL,32803,28.5536899,-81.349173,63,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,u'average',u'casual',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,u'no',2013,n't wast time . gave fri rice instead brown rice beef & broccoli two piec beef . 'll never go back,,,,,0.229751006443809,0.011199498303287146,0.011245133931982591,0.7366316455270303,0.011172715793891017
100,9,2,2,0,0,"We ordered the 3 meats, 1 side meal for my sister and I to share and honestly I was super dissapointed. I wasn't expecting much to begin with... the steak and broccoli literally had 3 small pieces and the rest was broccoli. The chow mein was dried. The only good thing was the orange chicken and fortune cookie. Seriously, nothing tasted fresh. 

  I will not return to this Panda Express location.",Panda Express,Orlando,FL,32803,28.5536899,-81.349173,63,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,u'average',u'casual',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,u'no',2016,"order 3 meat , 1 side meal sister share honestli super dissapoint . n't expect much begin ... steak broccoli liter 3 small piec rest broccoli . chow mein dri . good thing orang chicken fortun cooki . serious , noth tast fresh . return panda express locat .",,,,,0.0055324812565485625,0.00547843341009298,0.005500748482293626,0.8713840420269541,0.11210429482411066
101,10,3,0,0,0,Pretty good flavors.  Fresh veggies for sure (I know their vendor).  It'll do in a pinch.,Panda Express,Orlando,FL,32803,28.5536899,-81.349173,63,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,u'average',u'casual',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,u'no',2013,pretti good flavor . fresh veggi sure ( know vendor ) . 'll pinch .,,,,,0.01847674086136911,0.2569717513640216,0.01868384289506151,0.6874722027906797,0.018395462088868084
102,11,1,1,0,0,Went to panda express because it was pouring and they have a drive thru.  This is not a reason to go to panda express.  They didn't have kung pao chicken cooked and the chow mein was dry.  Had the weather been nicer I would have passed and eaten pretty much anywhere else.,Panda Express,Orlando,FL,32803,28.5536899,-81.349173,63,1,"Restaurants, Fast Food, Chinese",True,True,True,True,False,1,u'average',u'casual',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,u'no',2013,went panda express pour drive thru . reason go panda express . n't kung pao chicken cook chow mein dri . weather nicer would pass eaten pretti much anywher els .,,,,,0.23226788682126268,0.0074617791087796485,0.06605349549191235,0.5124662710562353,0.18175056752180987
